,Power,Age,Engine,Manual,toyota,mercedes-benz,Diesel,Kilometers_Driven
2641,0.20213306246825802,0.5384615384615384,0.26295828065739574,1,0,0,1,0.8394527443352285
3980,0.17166074149314375,0.46153846153846156,0.32659081331647705,1,0,0,1,0.16420739240195512
1962,0.2742508887760285,0.6153846153846154,0.2840286557100716,1,0,0,0,0.5325230389110134
2074,0.46724225495175226,0.15384615384615385,0.403708386009271,1,0,0,1,0.20257360557998202
3724,0.24189944134078212,0.23076923076923078,0.24146649810366622,1,0,0,0,0.15346485271210758
2327,0.20213306246825802,0.23076923076923078,0.26295828065739574,1,0,0,1,0.39440467147011654
2574,0.27577450482478416,0.07692307692307693,0.26295828065739574,1,0,0,1,0.37963367939657616
3572,0.15134586084306756,0.9230769230769232,0.18415507796038766,1,0,0,0,0.5722704357634493
1158,0.7607922803453531,0.5384615384615384,0.5777496839443743,0,0,0,1,0.5018300683685918
3656,0.42559674961909605,0.3846153846153847,0.3678887484197219,1,0,0,0,0.4404441272837488
3055,0.16708989334687657,0.8461538461538461,0.157606405394016,1,0,0,0,0.321478173461323
167,0.4220416455053327,0.3076923076923077,0.3678887484197219,0,0,0,0,0.37905818619890574
53,0.25190452006094466,0.23076923076923078,0.3527180783817952,1,0,0,1,0.45579061255495956
354,0.3524631792788217,0.6153846153846154,0.41045090602612727,0,0,0,0,0.7421560277157523
3491,0.13103098019299136,1.0,0.32911925832279815,1,0,0,0,0.5939089799958563
3755,0.8572879634332151,0.6153846153846154,0.640117994100295,0,0,1,1,0.5325230389110134
342,0.44235652615540894,0.5384615384615384,0.4075010535187526,1,0,0,0,0.41211451547309375
859,0.3504316912138142,0.3076923076923077,0.3683101559207754,0,0,0,1,0.9161851706912824
3367,0.2427628237684104,0.3846153846153847,0.24146649810366622,1,0,0,0,0.09131158736370401
43,0.2569832402234637,0.5384615384615384,0.3527180783817952,1,0,0,1,0.5325230389110134
1658,0.2971051295073642,0.6923076923076924,0.32659081331647705,1,0,0,0,0.6092554652670672
3222,0.6820721178263078,0.3846153846153847,0.9936788874841971,1,1,0,1,0.8164330164284124
1052,0.26206196038598273,0.3846153846153847,0.24146649810366622,1,0,0,0,0.36121022382848766
32,0.24189944134078212,0.23076923076923078,0.24146649810366622,1,0,0,0,0.13013819509986724
455,0.2453021838496699,0.3846153846153847,0.24230931310577325,1,0,0,0,0.28237532899027795
2470,0.17166074149314375,0.3076923076923077,0.32659081331647705,1,0,0,1,0.7081251966268425
1172,0.14677501269680043,0.5384615384615384,0.3527180783817952,1,0,0,1,0.24130813440451798
216,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.8563338781335604
547,0.20213306246825802,0.23076923076923078,0.26295828065739574,1,0,0,1,0.6510746376311165
1708,0.27679024885728803,0.15384615384615385,0.24230931310577325,1,0,0,0,0.18492514751808964
660,0.16678517013712552,0.46153846153846156,0.157606405394016,1,0,0,0,0.2409398187580089
1767,0.5754697816150331,0.6153846153846154,0.5663716814159292,0,0,0,1,0.4097511567413273
2368,0.20213306246825802,0.23076923076923078,0.26295828065739574,1,0,0,1,0.7650453104977631
3884,0.37734890807516513,0.3846153846153847,0.3683101559207754,1,0,0,1,0.43014663566676636
651,0.3504316912138142,0.8461538461538461,0.41087231352718073,1,0,0,0,0.2869792745716412
3149,0.17166074149314375,0.8461538461538461,0.32659081331647705,1,0,0,1,0.5708892520890403
2530,0.4220416455053327,0.3076923076923077,0.3678887484197219,0,0,0,0,0.14118766449513898
1388,0.3519553072625699,0.6153846153846154,0.41045090602612727,1,0,0,0,0.2869792745716412
753,0.46114779075672935,0.8461538461538461,0.4930467762326169,1,1,0,0,0.36549956646179105
1671,0.2420518029456577,0.0,0.24146649810366622,1,0,0,0,0.13699040077346283
513,0.20162519045200616,0.3846153846153847,0.24230931310577325,1,0,0,1,0.22559333348679816
1097,0.44235652615540894,0.07692307692307693,0.4075010535187526,1,0,0,0,0.033762267596663675
116,0.28339258506856274,0.5384615384615384,0.32532659081331644,1,0,0,1,0.6322751931738833
2306,0.18181818181818182,0.3076923076923077,0.20901812052254526,1,0,0,1,0.48476477674700547
2488,0.27577450482478416,0.3076923076923077,0.26295828065739574,1,0,0,1,0.36281393153932917
1095,0.20162519045200616,0.3076923076923077,0.2418879056047198,1,0,0,0,0.4481173699193542
2753,0.20162519045200616,0.46153846153846156,0.2418879056047198,1,0,0,0,0.22559333348679816
2046,0.27679024885728803,0.07692307692307693,0.26295828065739574,1,0,0,1,0.2893579797886789
3007,0.2742508887760285,0.7692307692307693,0.2840286557100716,1,0,0,0,0.689486890264957
1297,0.35068562722194013,0.15384615384615385,0.35313948588284866,1,0,0,0,0.03759888891446636
1184,0.15134586084306756,0.7692307692307693,0.18415507796038766,1,0,0,0,0.6385365591645373
622,0.5373285931945151,0.3076923076923077,0.6552886641382216,1,0,0,1,0.44951390007903436
2067,0.46724225495175226,0.3076923076923077,0.403708386009271,1,0,0,1,0.647621678445094
2843,0.23260538344337228,0.7692307692307693,0.24146649810366622,1,0,0,0,0.2307727722658318
2311,0.34433722701879127,0.3846153846153847,0.78803202697008,1,1,0,1,0.7243541048011478
3979,0.16678517013712552,0.3076923076923077,0.157606405394016,1,0,0,0,0.5141072565855604
2801,0.46724225495175226,0.15384615384615385,0.403708386009271,1,0,0,1,0.7708923213860944
3103,0.27577450482478416,0.46153846153846156,0.26295828065739574,1,0,0,1,0.8010865311572016
3112,0.20213306246825802,0.46153846153846156,0.26295828065739574,1,0,0,1,0.45579061255495956
826,0.4357541899441341,0.6153846153846154,0.6552886641382216,1,0,0,1,0.7627970504055308
1492,0.5759268664296597,0.6923076923076924,0.5777496839443743,1,0,0,1,0.9775711117761253
2601,0.2270187912646014,0.5384615384615384,0.24146649810366622,1,1,0,0,0.22256240264573404
2560,0.1767394616556628,0.15384615384615385,0.32532659081331644,1,0,0,1,0.9852443544117307
3643,0.3341797866937532,0.5384615384615384,0.36620311841550773,1,0,0,1,0.6863638805122656
3701,0.2417470797359066,0.3076923076923077,0.24146649810366622,0,0,0,0,0.19490036294437665
3285,0.2772981208735399,0.46153846153846156,0.26295828065739574,1,0,0,1,0.5129025574917704
1212,0.1416962925342814,0.5384615384615384,0.800252844500632,1,0,0,1,0.8010865311572016
1871,0.27709497206703915,0.5384615384615384,0.26295828065739574,1,0,0,1,0.4788180137044113
3192,0.8131030980192993,0.46153846153846156,0.663716814159292,1,0,0,1,0.5164169026188776
1695,0.24189944134078212,0.15384615384615385,0.24146649810366622,1,0,0,0,0.06445523813908519
3995,0.7457592686642966,0.46153846153846156,0.57606405394016,0,0,1,0,0.18722712030877126
846,0.2427628237684104,0.15384615384615385,0.24146649810366622,1,0,0,0,0.3619775480920482
808,0.06653123412899947,0.3846153846153847,0.07248209018120522,1,0,0,0,0.34606324286580264
1460,0.3524631792788217,0.6153846153846154,0.41045090602612727,1,0,0,0,0.5018300683685918
1655,0.7282884713052311,0.6153846153846154,0.7290349768225874,0,0,0,0,0.4736846143811913
3616,0.18181818181818182,0.6153846153846154,0.32911925832279815,1,0,0,1,0.39042993178487295
2371,0.2772981208735399,0.6153846153846154,0.26295828065739574,1,0,0,1,0.5708892520890403
1931,0.3875063484002032,0.3076923076923077,0.36873156342182895,0,0,0,0,0.21671539175740273
1228,0.5273235144743524,0.3076923076923077,0.49473240623683096,1,1,0,0,0.4091372973304788
1205,0.27679024885728803,0.3076923076923077,0.24230931310577325,1,0,0,0,0.2073924019551422
3756,0.44235652615540894,0.46153846153846156,0.4075010535187526,1,0,0,0,0.5325230389110134
566,0.5373285931945151,0.6153846153846154,0.5663716814159292,0,0,0,1,0.4404441272837488
3291,0.2122905027932961,0.3846153846153847,0.2418879056047198,0,0,0,0,0.35836345081067805
2309,0.20162519045200616,0.8461538461538461,0.26295828065739574,1,0,0,1,0.6936611342587263
1123,0.42559674961909605,0.5384615384615384,0.3678887484197219,1,0,0,0,0.5143758200778066
2004,0.4880650076180804,0.6153846153846154,0.49515381373788453,0,0,0,0,0.35603845829208963
754,0.3646521076688675,0.8461538461538461,0.5360303413400758,1,0,0,1,0.8624724722420447
2849,0.2742508887760285,0.6923076923076924,0.2840286557100716,1,0,0,0,0.5708892520890403
1893,0.16708989334687657,0.3846153846153847,0.157606405394016,1,0,0,0,0.6744780276697129
3664,0.20213306246825802,0.23076923076923078,0.26295828065739574,1,0,0,1,0.17188063503756051
175,0.46724225495175226,0.23076923076923078,0.403708386009271,0,0,0,1,0.2915295074545552
615,0.25190452006094466,0.5384615384615384,0.3527180783817952,1,0,0,1,0.6079049745632006
3571,0.21736922295581518,0.23076923076923078,0.2418879056047198,1,0,0,1,0.2568924901974325
3550,0.10665312341289995,0.5384615384615384,0.08006742520016852,1,0,0,0,0.4596272338727622
1637,0.517013712544439,0.15384615384615385,0.640117994100295,0,0,1,1,0.5518903033232814
1532,0.27577450482478416,0.3076923076923077,0.26295828065739574,1,0,0,1,0.6859878916231209
3389,0.3270695784662265,0.3846153846153847,0.3683101559207754,1,0,0,1,0.5056666896863945
718,0.20162519045200616,0.5384615384615384,0.2418879056047198,1,0,0,0,0.14141786177420715
3959,0.20213306246825802,0.3846153846153847,0.26295828065739574,1,0,0,1,0.6343776616560391
2922,0.24707973590655152,0.5384615384615384,0.24146649810366622,1,0,0,0,0.37905818619890574
1049,0.1719146775012697,0.46153846153846156,0.19469026548672563,1,0,0,0,0.4900593141655732
3707,0.17166074149314375,0.6923076923076924,0.32659081331647705,1,0,0,1,0.5478695241822241
2503,0.6820721178263078,0.46153846153846156,0.9936788874841971,1,1,0,1,0.49415682573298647
3274,0.5273235144743524,0.5384615384615384,0.49473240623683096,1,1,0,0,0.6336870698188347
61,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.4404441272837488
1125,0.20162519045200616,0.6153846153846154,0.2418879056047198,1,0,0,0,0.14886090713074437
3195,0.27577450482478416,0.07692307692307693,0.26295828065739574,1,0,0,1,0.017648458061892372
1153,0.44235652615540894,0.5384615384615384,0.4075010535187526,1,0,0,0,0.5555427668178294
2421,0.14677501269680043,0.46153846153846156,0.3527180783817952,1,0,0,1,0.524849796275408
1162,0.2671406805485018,0.3846153846153847,0.2418879056047198,1,0,0,0,0.22559333348679816
1292,0.10665312341289995,0.3076923076923077,0.08006742520016852,1,0,0,0,0.14118766449513898
1894,0.5769426104621638,0.15384615384615385,0.7454698693636745,1,1,0,1,0.5132555266530082
3059,0.4220416455053327,0.15384615384615385,0.3678887484197219,1,0,0,0,0.29163693285145365
2618,0.2615540883697309,0.3076923076923077,0.40539401601348507,1,0,0,0,0.46346385519056493
310,0.20213306246825802,0.5384615384615384,0.26295828065739574,1,0,0,1,0.49461722029112276
3694,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.30999900247845735
2480,0.745556119857796,0.6923076923076924,0.5777496839443743,0,0,0,1,0.3867314288345111
3294,0.2270187912646014,0.6923076923076924,0.24146649810366622,1,0,0,0,0.4249441771598259
2098,0.2420518029456577,0.07692307692307693,0.24146649810366622,0,0,0,0,0.036478595489667975
1990,0.18181818181818182,1.0,0.28445006321112515,1,0,0,0,0.647621678445094
293,0.3773235144743526,0.15384615384615385,0.3683101559207754,0,0,0,1,0.16758361916162148
1737,0.35957338750634843,0.7692307692307693,0.5360303413400758,0,0,0,1,0.5632160094534349
140,0.649060436769934,0.5384615384615384,0.8731563421828907,1,0,0,1,0.560683839383685
778,0.165058405281869,0.8461538461538461,0.19469026548672563,1,0,0,0,0.5171765536398026
819,0.20213306246825802,0.3076923076923077,0.26295828065739574,1,0,0,1,0.35266990477505883
3371,0.6896901980700865,0.07692307692307693,0.561314791403287,1,0,0,1,0.21743667656514964
764,0.7252412392077197,0.46153846153846156,0.5777496839443743,0,0,0,1,0.5785624947246456
3174,0.3270695784662265,0.23076923076923078,0.3683101559207754,1,0,0,1,0.3912356222616115
2913,0.33722701879126465,0.23076923076923078,0.78803202697008,1,1,0,1,0.6859878916231209
900,0.3341797866937532,0.7692307692307693,0.32532659081331644,0,0,0,0,0.5478695241822241
2736,0.20721178263077705,0.6153846153846154,0.2418879056047198,1,0,0,0,0.33301873038527346
3220,0.4865413915693246,0.8461538461538461,0.49515381373788453,1,0,0,0,0.5018300683685918
3926,0.16658202133062472,1.0,0.18415507796038766,1,0,0,0,0.49415682573298647
3303,0.35068562722194013,0.07692307692307693,0.35313948588284866,1,0,0,0,0.07654059529016366
3393,0.23260538344337228,0.6923076923076924,0.24146649810366622,1,0,0,0,0.34069197302087884
1266,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.5679043607037898
739,0.20721178263077705,0.3846153846153847,0.800252844500632,1,0,0,1,0.6645028122434259
653,0.3270695784662265,0.15384615384615385,0.3683101559207754,1,0,0,1,0.3176722451140627
1251,0.20213306246825802,0.3076923076923077,0.26295828065739574,1,0,0,1,0.45250646470692046
618,0.2825799898425597,0.46153846153846156,0.3683101559207754,1,0,0,1,0.524849796275408
3809,0.32701879126460137,0.15384615384615385,0.3683101559207754,1,0,0,1,0.22559333348679816
3954,0.16678517013712552,0.23076923076923078,0.157606405394016,0,0,0,0,0.08747496604590133
3527,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.16081581915701754
971,0.3524631792788217,0.3846153846153847,0.3683101559207754,1,0,0,1,0.39440467147011654
1422,0.5373285931945151,0.07692307692307693,0.6552886641382216,0,0,0,1,0.18339049899096857
3474,0.34433722701879127,0.5384615384615384,0.78803202697008,1,1,0,1,0.5171765536398026
1234,0.22955815134586088,0.6923076923076924,0.24230931310577325,1,0,0,0,0.8778189575132554
1538,0.2270187912646014,0.6153846153846154,0.24146649810366622,0,0,0,0,0.4940340538508168
2400,0.17166074149314375,0.6923076923076924,0.32659081331647705,1,0,0,1,0.8194179078136629
36,0.27694261046216356,0.0,0.32532659081331644,1,0,0,1,0.24286580265954588
1235,0.12188928390045711,0.5384615384615384,0.157606405394016,1,0,0,0,0.6890571886773631
487,0.23494159471813103,0.15384615384615385,0.3156342182890855,1,0,0,0,0.17725190488248427
3320,0.44235652615540894,0.07692307692307693,0.4075010535187526,0,0,0,0,0.24427000606186167
2199,0.20213306246825802,0.07692307692307693,0.26295828065739574,0,0,0,1,0.08363834472809864
782,0.20213306246825802,0.3846153846153847,0.26295828065739574,1,0,0,1,0.8778189575132554
3151,0.4220416455053327,0.23076923076923078,0.3678887484197219,1,0,0,0,0.2563169969997621
3388,0.3270695784662265,0.07692307692307693,0.3683101559207754,1,0,0,1,0.34495062268363985
1291,0.2270187912646014,0.5384615384615384,0.24146649810366622,1,0,0,0,0.2179200908511928
1972,0.1719146775012697,0.8461538461538461,0.19469026548672563,1,0,0,0,0.6510362714179384
309,0.3770949720670392,0.23076923076923078,0.3527180783817952,0,0,0,1,0.5184272921894063
3928,0.27679024885728803,0.23076923076923078,0.24230931310577325,0,0,0,0,0.2141064892612969
1733,0.46724225495175226,0.23076923076923078,0.403708386009271,1,0,0,1,0.3867314288345111
336,0.27577450482478416,0.15384615384615385,0.26295828065739574,1,0,0,1,0.2891431289948819
2472,0.3270695784662265,0.46153846153846156,0.3683101559207754,1,0,0,1,0.2869869478142768
149,0.44266124936516,0.23076923076923078,0.3678887484197219,1,0,0,0,0.16006384137872823
3837,0.2971051295073642,0.6153846153846154,0.32659081331647705,1,0,0,0,0.4327708846481434
3957,0.16678517013712552,0.3076923076923077,0.157606405394016,0,0,0,0,0.20046346385519054
2767,0.37734890807516513,0.3076923076923077,0.3527180783817952,1,0,0,1,0.34969268663244396
2060,0.20721178263077705,0.6923076923076924,0.26295828065739574,1,0,0,1,0.6405009092792523
2273,0.6027425088877603,0.23076923076923078,0.5794353139485884,0,0,0,0,0.09514820868150671
3626,0.06653123412899947,0.15384615384615385,0.07248209018120522,1,0,0,0,0.2869792745716412
3648,0.4393092940578975,0.3846153846153847,0.40918668352296667,0,0,1,0,0.3182093720985551
2352,0.3707465718638903,0.5384615384615384,0.93173198482933,1,0,0,1,0.34835754241384864
873,0.5373285931945151,0.3076923076923077,0.6552886641382216,1,0,0,1,0.5479232368806733
659,0.3770949720670392,0.0,0.3527180783817952,1,0,0,1,0.186843458176991
1371,0.5413915693245304,0.46153846153846156,0.5663716814159292,0,0,0,1,0.30746683240870754
2462,0.27694261046216356,0.23076923076923078,0.36746734091866834,1,1,0,0,0.25179745708739054
3416,0.42559674961909605,0.46153846153846156,0.3678887484197219,1,0,0,0,0.3810992687399768
3629,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.14886090713074437
3305,0.6896901980700865,0.3846153846153847,0.640117994100295,0,0,1,1,0.48648358309738104
2818,0.20213306246825802,0.46153846153846156,0.26295828065739574,1,0,0,1,0.44267704089070997
288,0.4875571356018284,0.6923076923076924,0.49515381373788453,1,0,0,0,0.2869792745716412
3738,0.27679024885728803,0.3076923076923077,0.24230931310577325,1,0,0,0,0.47250293501530805
2671,0.2420518029456577,0.3846153846153847,0.24146649810366622,1,0,0,0,0.4659576590471367
3714,0.4678517013712545,0.46153846153846156,0.403708386009271,1,0,0,1,0.35603845829208963
37,0.20162519045200616,0.6153846153846154,0.26295828065739574,1,0,0,1,0.5893050344144931
1408,0.45220924327069584,0.15384615384615385,0.1580278128950695,1,0,0,0,0.16420739240195512
2745,0.2420518029456577,0.07692307692307693,0.24146649810366622,1,0,0,0,0.06778542544293792
3772,0.5429151853732861,0.8461538461538461,0.5785924989464812,1,0,0,0,0.7627893771628952
1763,0.3519553072625699,0.15384615384615385,0.24146649810366622,0,0,0,0,0.20911888154815342
1347,0.3341797866937532,0.5384615384615384,0.78803202697008,1,1,0,1,0.7320273474367532
1157,0.06653123412899947,0.3076923076923077,0.07248209018120522,1,0,0,0,0.37905818619890574
3956,0.44235652615540894,0.07692307692307693,0.4075010535187526,1,0,0,0,0.4045486982343868
2159,0.20162519045200616,0.6153846153846154,0.2418879056047198,1,0,0,0,0.34836521565648426
1060,0.3524631792788217,0.6153846153846154,0.41045090602612727,0,0,0,0,0.3176722451140627
2607,0.42559674961909605,0.23076923076923078,0.41045090602612727,1,0,0,1,0.2869792745716412
69,0.6551549009649569,0.6923076923076924,0.4875684787189212,0,0,0,0,0.2869869478142768
1872,0.1416962925342814,0.8461538461538461,0.19469026548672563,1,0,0,0,0.726587018408109
1477,0.2417470797359066,0.15384615384615385,0.24146649810366622,1,0,0,0,0.1795922438863439
3668,0.2671406805485018,0.3846153846153847,0.2418879056047198,1,0,0,0,0.2639595466648251
352,0.2889791772473337,0.07692307692307693,0.3156342182890855,1,0,0,0,0.11802981822088195
3049,0.27694261046216356,0.23076923076923078,0.32532659081331644,1,0,0,1,0.4763472295757464
1838,0.1719146775012697,0.8461538461538461,0.19469026548672563,1,0,0,0,0.6261596187933058
1372,0.7607922803453531,0.46153846153846156,0.8731563421828907,0,0,0,1,0.5046845146290371
2466,0.09700355510411374,0.23076923076923078,0.07374631268436577,1,0,0,0,0.19490036294437665
1240,0.3509395632300661,0.5384615384615384,0.40539401601348507,1,0,0,0,0.6251314042801347
1859,0.16678517013712552,0.23076923076923078,0.157606405394016,0,0,0,0,0.48648358309738104
445,0.17166074149314375,0.6153846153846154,0.32659081331647705,1,0,0,1,0.647621678445094
2739,0.5754697816150331,0.46153846153846156,0.5663716814159292,0,0,0,1,0.5095033110041972
2918,0.17166074149314375,0.9230769230769232,0.3219553308048883,1,0,0,0,0.9545513838693093
1156,0.20086338242762825,0.23076923076923078,0.26295828065739574,1,0,0,1,0.3435771122518665
630,0.1719146775012697,0.3846153846153847,0.32659081331647705,1,0,0,1,0.5018300683685918
3733,0.7709497206703912,0.6153846153846154,0.4938895912347239,0,0,1,0,0.3867314288345111
2795,0.10665312341289995,0.23076923076923078,0.08006742520016852,1,0,0,0,0.22559333348679816
3109,0.20162519045200616,0.6923076923076924,0.26295828065739574,1,0,0,1,0.608442101547693
574,0.16708989334687657,0.6153846153846154,0.157606405394016,1,0,0,0,0.15327302164621745
2065,0.2671406805485018,0.5384615384615384,0.2418879056047198,1,0,0,0,0.4481173699193542
3230,0.2420518029456577,0.15384615384615385,0.24146649810366622,1,0,0,0,0.34836521565648426
3777,0.42559674961909605,0.7692307692307693,0.3678887484197219,1,0,0,0,0.5440252296217858
3199,0.22955815134586088,0.5384615384615384,0.24230931310577325,1,0,0,0,0.18519371101033583
286,0.27709497206703915,0.5384615384615384,0.32532659081331644,1,0,0,1,0.5171765536398026
2889,0.3270695784662265,0.5384615384615384,0.32532659081331644,0,0,0,0,0.4266322905396591
2469,0.2420518029456577,0.0,0.24146649810366622,1,0,0,0,0.10217689893572122
1819,0.27577450482478416,0.15384615384615385,0.26295828065739574,1,0,0,1,0.34069197302087884
3470,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.6322751931738833
3981,0.3646521076688675,0.8461538461538461,0.5360303413400758,1,0,0,1,0.9345779332888284
1418,0.7607922803453531,0.46153846153846156,0.5777496839443743,0,0,0,1,0.16407694727714983
3805,0.24189944134078212,0.23076923076923078,0.24146649810366622,1,0,0,0,0.30470446505988963
1800,0.20086338242762825,0.23076923076923078,0.2418879056047198,1,0,0,0,0.13701342050136966
1481,0.5273235144743524,0.7692307692307693,0.49473240623683096,1,1,0,0,0.2409398187580089
3513,0.19705434230573898,0.07692307692307693,0.24104509060261275,1,0,0,0,0.3323434850333402
1213,0.2483494159471813,0.23076923076923078,0.24146649810366622,1,0,0,0,0.12584117922392823
3247,0.7607922803453531,0.5384615384615384,0.5777496839443743,0,0,0,1,0.4788103404617757
2374,0.27709497206703915,0.23076923076923078,0.24230931310577325,1,0,0,0,0.39188784788563796
2655,0.46724225495175226,0.15384615384615385,0.403708386009271,1,0,0,1,0.3396560852650721
2923,0.7607922803453531,0.6153846153846154,0.5777496839443743,0,0,0,1,0.4783729656315462
3333,0.27577450482478416,0.15384615384615385,0.26295828065739574,1,0,0,1,0.48601551529660914
1186,0.22955815134586088,0.6923076923076924,0.24230931310577325,1,0,0,0,0.22559333348679816
929,0.5276790248857288,0.6153846153846154,0.4930467762326169,0,1,0,0,0.6706414063519102
353,0.5373285931945151,0.5384615384615384,0.5663716814159292,0,0,0,1,0.29674731244676683
1596,0.5982732351447435,0.3076923076923077,0.7290349768225874,0,0,0,0,0.2639595466648251
495,0.09700355510411374,0.15384615384615385,0.07374631268436577,1,0,0,0,0.18119595159718543
3239,0.27694261046216356,0.15384615384615385,0.32532659081331644,1,0,0,1,0.19106374162657394
809,0.3270695784662265,0.3846153846153847,0.3683101559207754,1,0,0,1,0.34069197302087884
3441,0.20213306246825802,0.3076923076923077,0.26295828065739574,1,0,0,1,0.17188063503756051
3361,0.06653123412899947,0.3076923076923077,0.07248209018120522,1,0,0,0,0.48428903570359794
2909,0.39715591670898936,0.23076923076923078,0.31352718078381797,1,0,0,0,0.2964020165281646
3658,0.6896901980700865,0.6923076923076924,0.640117994100295,0,0,1,1,0.3713849435633004
1314,0.18181818181818182,0.6153846153846154,0.32532659081331644,1,0,0,1,0.6092554652670672
1636,0.5769426104621638,0.07692307692307693,0.7454698693636745,1,1,0,1,0.7017640784819256
1348,0.2485525647536821,0.07692307692307693,0.24146649810366622,1,0,0,0,0.07727722658318177
3972,0.2483494159471813,0.23076923076923078,0.24146649810366622,1,0,0,0,0.08907100051410724
1342,0.27577450482478416,0.0,0.26295828065739574,1,0,0,1,0.2615654949625162
1191,0.20213306246825802,0.3846153846153847,0.26295828065739574,1,0,0,1,0.35603845829208963
3412,0.20162519045200616,0.5384615384615384,0.2418879056047198,1,0,0,0,0.4006813839460417
1428,0.7797866937531743,0.5384615384615384,0.6552886641382216,0,0,0,1,0.7320273474367532
3996,0.35957338750634843,0.5384615384615384,0.5360303413400758,1,0,0,1,0.4404901667395624
3799,0.4357541899441341,0.6923076923076924,0.6552886641382216,1,0,0,1,0.5822226314618294
1806,0.24189944134078212,0.15384615384615385,0.24146649810366622,1,0,0,0,0.02532170069749775
1935,0.5373285931945151,0.3076923076923077,0.6552886641382216,0,0,0,1,0.2562863040292197
914,0.6896901980700865,0.46153846153846156,0.5777496839443743,0,0,0,1,0.4404441272837488
1920,0.27577450482478416,0.23076923076923078,0.26295828065739574,1,0,0,1,0.37905818619890574
3583,0.2427628237684104,0.3076923076923077,0.24146649810366622,1,0,0,0,0.15653414976634974
1225,0.16678517013712552,0.3846153846153847,0.157606405394016,1,0,0,0,0.29433024101655114
2170,0.42559674961909605,0.6923076923076924,0.3678887484197219,1,0,0,0,0.6662676580496151
1001,0.06145251396648044,0.8461538461538461,0.07248209018120522,1,0,0,0,0.5018300683685918
1055,0.2270187912646014,0.46153846153846156,0.24146649810366622,1,0,0,0,0.41358777805912994
2089,0.20213306246825802,0.23076923076923078,0.26295828065739574,1,0,0,1,0.2639595466648251
3727,0.7379380396140174,0.6923076923076924,0.8739991571849979,0,0,0,1,0.2640362790911811
303,0.6274758760792281,0.6153846153846154,0.49473240623683096,0,0,0,0,0.5939089799958563
650,0.2825799898425597,0.3076923076923077,0.3683101559207754,1,0,0,1,0.4282359982505006
2008,0.2067039106145252,0.9230769230769232,0.22166034555415087,1,0,0,0,0.4481173699193542
860,0.2971051295073642,1.0,0.32659081331647705,1,0,0,0,0.5939089799958563
503,0.44235652615540894,0.23076923076923078,0.4075010535187526,0,0,0,0,0.2102468482155874
2778,0.1719146775012697,0.46153846153846156,0.19469026548672563,1,0,0,0,0.50034913253992
